"6","2","2","1-4/month","Yes","Female","31-40"
"6","5","2","1-4/month","Yes","Female","31-40"
"6","3","1","1-4/month","No","Female","41-50"
"5","1","1","1-4/month","No","Female","41-50"
"5","4","1","1-4/month","No","Female","41-50"
"6","5","1","1-4/month","No","Female","41-50"
"1","1","1","1-4/month","No","Female","41-50"
"1","1","2","1-4/month","No","Female","41-50"
"6","2","2","1-4/month","No","Female","41-50"
"3","1","2","1-4/month","No","Female","41-50"
"6","6","2","1-4/month","No","Female","41-50"
"6","2","2","1-4/month","No","Female","41-50"
"6","3","1",">1/week","No","Male","31-40"
"6","6","1",">1/week","No","Male","31-40"
"5","1","1",">1/week","No","Male","31-40"
"6","2","1",">1/week","No","Male","31-40"
"3","1","1",">1/week","No","Male","31-40"
"2","1","2",">1/week","No","Male","31-40"
"6","5","2",">1/week","No","Male","31-40"
"5","1","2",">1/week","No","Male","31-40"
"4","4","2",">1/week","No","Male","31-40"
"3","2","2",">1/week","No","Male","31-40"
"1","1","1",">1/week","No","Male","18-30"
"6","4","1",">1/week","No","Male","18-30"
"6","3","1",">1/week","No","Male","18-30"
"6","2","1",">1/week","No","Male","18-30"
"1","1","1",">1/week","No","Male","18-30"
"6","1","2",">1/week","No","Male","18-30"
"6","5","2",">1/week","No","Male","18-30"
"6","2","2",">1/week","No","Male","18-30"
"3","1","2",">1/week","No","Male","18-30"
"6","6","2",">1/week","No","Male","18-30"
"6","6","1","1-4/month","No","Female","31-40"
"4","1","1","1-4/month","No","Female","31-40"
"2","3","1","1-4/month","No","Female","31-40"
"2","1","1","1-4/month","No","Female","31-40"
"6","5","2","1-4/month","No","Female","31-40"
"3","1","2","1-4/month","No","Female","31-40"
"3","2","2","1-4/month","No","Female","31-40"
"3","4","2","1-4/month","No","Female","31-40"
"3","2","2","1-4/month","No","Female","31-40"
"5","1","2","1-4/month","No","Female","31-40"
"1","1","1","1-4/month","No","Female","31-40"
"6","5","1","1-4/month","No","Female","31-40"
"5","3","1","1-4/month","No","Female","31-40"
"6","4","1","1-4/month","No","Female","31-40"
"6","6","1","1-4/month","No","Female","31-40"
"1","1","1","1-4/month","No","Female","31-40"
"6","2","2","1-4/month","No","Female","31-40"
"5","1","2","1-4/month","No","Female","31-40"
"3","1","2","1-4/month","No","Female","31-40"
"6","2","2","1-4/month","No","Female","31-40"
"6","1","1",">1/week","No","Female","31-40"
"4","6","1",">1/week","No","Female","31-40"
"2","1","1",">1/week","No","Female","31-40"
"6","3","1",">1/week","No","Female","31-40"
"2","2","2",">1/week","No","Female","31-40"
"2","1","2",">1/week","No","Female","31-40"
"5","2","2",">1/week","No","Female","31-40"
"5","5","2",">1/week","No","Female","31-40"
"2","1","2",">1/week","No","Female","31-40"
"1","4","2",">1/week","No","Female","31-40"
"6","1","1",">1/week","No","Female","18-30"
"6","3","1",">1/week","No","Female","18-30"
"6","2","1",">1/week","No","Female","18-30"
"1","1","1",">1/week","No","Female","18-30"
"6","4","1",">1/week","No","Female","18-30"
"2","1","2",">1/week","No","Female","18-30"
"6","5","2",">1/week","No","Female","18-30"
"6","6","2",">1/week","No","Female","18-30"
"6","2","2",">1/week","No","Female","18-30"
"3","1","2",">1/week","No","Female","18-30"
"2","1","1","1-4/month","No","Female","18-30"
"6","3","1","1-4/month","No","Female","18-30"
"3","1","1","1-4/month","No","Female","18-30"
"5","2","1","1-4/month","No","Female","18-30"
"6","6","2","1-4/month","No","Female","18-30"
"5","1","2","1-4/month","No","Female","18-30"
"3","4","2","1-4/month","No","Female","18-30"
"6","1","2","1-4/month","No","Female","18-30"
"4","2","2","1-4/month","No","Female","18-30"
"3","5","2","1-4/month","No","Female","18-30"
"6","1","1",">1/week","Yes","Female","41-50"
"6","3","1",">1/week","Yes","Female","41-50"
"6","6","1",">1/week","Yes","Female","41-50"
"6","1","1",">1/week","Yes","Female","41-50"
"6","5","1",">1/week","Yes","Female","41-50"
"6","4","2",">1/week","Yes","Female","41-50"
"2","1","2",">1/week","Yes","Female","41-50"
"2","1","2",">1/week","Yes","Female","41-50"
"6","2","2",">1/week","Yes","Female","41-50"
"6","2","2",">1/week","Yes","Female","41-50"
"6","2","1",">1/week","No","Female","41-50"
"6","1","1",">1/week","No","Female","41-50"
"1","4","1",">1/week","No","Female","41-50"
"4","3","1",">1/week","No","Female","41-50"
"6","1","1",">1/week","No","Female","41-50"
"6","5","1",">1/week","No","Female","41-50"
"6","1","2",">1/week","No","Female","41-50"
"6","2","2",">1/week","No","Female","41-50"
"5","6","2",">1/week","No","Female","41-50"
"1","1","2",">1/week","No","Female","41-50"
"2","1","1","1-4/month","No","Male","31-40"
"6","2","1","1-4/month","No","Male","31-40"
"6","3","1","1-4/month","No","Male","31-40"
"1","1","1","1-4/month","No","Male","31-40"
"2","1","2","1-4/month","No","Male","31-40"
"6","5","2","1-4/month","No","Male","31-40"
"6","2","2","1-4/month","No","Male","31-40"
"1","1","2","1-4/month","No","Male","31-40"
"6","4","2","1-4/month","No","Male","31-40"
"6","6","2","1-4/month","No","Male","31-40"
"6","4","1","1-4/month","No","Female","31-40"
"5","1","1","1-4/month","No","Female","31-40"
"6","5","1","1-4/month","No","Female","31-40"
"6","1","1","1-4/month","No","Female","31-40"
"2","6","1","1-4/month","No","Female","31-40"
"4","3","1","1-4/month","No","Female","31-40"
"6","2","2","1-4/month","No","Female","31-40"
"6","2","2","1-4/month","No","Female","31-40"
"1","1","2","1-4/month","No","Female","31-40"
"5","1","2","1-4/month","No","Female","31-40"
"4","5","1","1-4/month","No","Male","31-40"
"3","1","1","1-4/month","No","Male","31-40"
"5","3","1","1-4/month","No","Male","31-40"
"4","4","1","1-4/month","No","Male","31-40"
"5","2","1","1-4/month","No","Male","31-40"
"6","1","1","1-4/month","No","Male","31-40"
"6","6","2","1-4/month","No","Male","31-40"
"3","1","2","1-4/month","No","Male","31-40"
"5","2","2","1-4/month","No","Male","31-40"
"2","1","2","1-4/month","No","Male","31-40"
"5","1","1",">1/week","No","Female","41-50"
"6","2","1",">1/week","No","Female","41-50"
"2","1","1",">1/week","No","Female","41-50"
"6","3","1",">1/week","No","Female","41-50"
"6","2","2",">1/week","No","Female","41-50"
"6","6","2",">1/week","No","Female","41-50"
"2","1","2",">1/week","No","Female","41-50"
"2","1","2",">1/week","No","Female","41-50"
"6","5","2",">1/week","No","Female","41-50"
"6","4","2",">1/week","No","Female","41-50"
"4","3","1",">1/week","No","Female","31-40"
"3","1","1",">1/week","No","Female","31-40"
"6","6","1",">1/week","No","Female","31-40"
"2","1","1",">1/week","No","Female","31-40"
"6","4","1",">1/week","No","Female","31-40"
"2","1","2",">1/week","No","Female","31-40"
"6","5","2",">1/week","No","Female","31-40"
"6","2","2",">1/week","No","Female","31-40"
"2","2","2",">1/week","No","Female","31-40"
"5","1","2",">1/week","No","Female","31-40"
"5","1","1","1-4/month","No","Female","51-65"
"1","3","1","1-4/month","No","Female","51-65"
"6","6","1","1-4/month","No","Female","51-65"
"6","1","1","1-4/month","No","Female","51-65"
"6","1","2","1-4/month","No","Female","51-65"
"4","2","2","1-4/month","No","Female","51-65"
"3","4","2","1-4/month","No","Female","51-65"
"1","2","2","1-4/month","No","Female","51-65"
"6","5","2","1-4/month","No","Female","51-65"
"1","1","2","1-4/month","No","Female","51-65"
"6","3","1","1-4/month","No","Female","18-30"
"6","1","1","1-4/month","No","Female","18-30"
"6","2","1","1-4/month","No","Female","18-30"
"6","5","1","1-4/month","No","Female","18-30"
"1","1","1","1-4/month","No","Female","18-30"
"6","4","2","1-4/month","No","Female","18-30"
"1","1","2","1-4/month","No","Female","18-30"
"6","6","2","1-4/month","No","Female","18-30"
"2","1","2","1-4/month","No","Female","18-30"
"5","2","2","1-4/month","No","Female","18-30"
"6","6","1","1-4/month","No","Male","51-65"
"6","1","1","1-4/month","No","Male","51-65"
"3","4","1","1-4/month","No","Male","51-65"
"4","3","1","1-4/month","No","Male","51-65"
"6","1","1","1-4/month","No","Male","51-65"
"6","5","1","1-4/month","No","Male","51-65"
"6","1","2","1-4/month","No","Male","51-65"
"6","2","2","1-4/month","No","Male","51-65"
"1","2","2","1-4/month","No","Male","51-65"
"6","1","2","1-4/month","No","Male","51-65"
"5","1","1","1-4/month","No","Female","51-65"
"3","4","1","1-4/month","No","Female","51-65"
"3","3","1","1-4/month","No","Female","51-65"
"5","1","1","1-4/month","No","Female","51-65"
"5","2","1","1-4/month","No","Female","51-65"
"2","1","2","1-4/month","No","Female","51-65"
"6","5","2","1-4/month","No","Female","51-65"
"3","2","2","1-4/month","No","Female","51-65"
"3","1","2","1-4/month","No","Female","51-65"
"6","6","2","1-4/month","No","Female","51-65"
"6","6","1","1-4/month","No","Female","41-50"
"6","1","1","1-4/month","No","Female","41-50"
"6","5","1","1-4/month","No","Female","41-50"
"1","3","1","1-4/month","No","Female","41-50"
"6","1","1","1-4/month","No","Female","41-50"
"6","2","2","1-4/month","No","Female","41-50"
"2","1","2","1-4/month","No","Female","41-50"
"6","4","2","1-4/month","No","Female","41-50"
"6","1","2","1-4/month","No","Female","41-50"
"6","2","2","1-4/month","No","Female","41-50"
"6","1","1",">1/week","No","Female","41-50"
"6","5","1",">1/week","No","Female","41-50"
"6","3","1",">1/week","No","Female","41-50"
"6","6","1",">1/week","No","Female","41-50"
"6","1","1",">1/week","No","Female","41-50"
"2","4","1",">1/week","No","Female","41-50"
"6","1","2",">1/week","No","Female","41-50"
"2","1","2",">1/week","No","Female","41-50"
"5","2","2",">1/week","No","Female","41-50"
"1","2","2",">1/week","No","Female","41-50"
"6","1","1",">1/week","No","Male","41-50"
"4","2","1",">1/week","No","Male","41-50"
"5","4","1",">1/week","No","Male","41-50"
"6","1","1",">1/week","No","Male","41-50"
"4","3","1",">1/week","No","Male","41-50"
"6","2","2",">1/week","No","Male","41-50"
"6","1","2",">1/week","No","Male","41-50"
"6","5","2",">1/week","No","Male","41-50"
"5","6","2",">1/week","No","Male","41-50"
"5","1","2",">1/week","No","Male","41-50"
"6","2","1",">1/week","No","Male","51-65"
"5","1","1",">1/week","No","Male","51-65"
"6","3","1",">1/week","No","Male","51-65"
"1","1","1",">1/week","No","Male","51-65"
"6","4","2",">1/week","No","Male","51-65"
"1","1","2",">1/week","No","Male","51-65"
"6","6","2",">1/week","No","Male","51-65"
"1","1","2",">1/week","No","Male","51-65"
"6","2","2",">1/week","No","Male","51-65"
"6","5","2",">1/week","No","Male","51-65"
"6","3","1","1-4/month","No","Female","51-65"
"6","4","1","1-4/month","No","Female","51-65"
"6","1","1","1-4/month","No","Female","51-65"
"1","5","1","1-4/month","No","Female","51-65"
"6","1","1","1-4/month","No","Female","51-65"
"5","6","2","1-4/month","No","Female","51-65"
"1","1","2","1-4/month","No","Female","51-65"
"5","2","2","1-4/month","No","Female","51-65"
"2","2","2","1-4/month","No","Female","51-65"
"6","1","2","1-4/month","No","Female","51-65"
"6","6","1",">1/week","No","Female","51-65"
"2","1","1",">1/week","No","Female","51-65"
"6","3","1",">1/week","No","Female","51-65"
"2","1","1",">1/week","No","Female","51-65"
"6","5","1",">1/week","No","Female","51-65"
"6","2","2",">1/week","No","Female","51-65"
"6","2","2",">1/week","No","Female","51-65"
"6","1","2",">1/week","No","Female","51-65"
"2","1","2",">1/week","No","Female","51-65"
"6","4","2",">1/week","No","Female","51-65"
"6","6","1",">1/week","No","Male","51-65"
"6","2","1",">1/week","No","Male","51-65"
"2","1","1",">1/week","No","Male","51-65"
"6","3","1",">1/week","No","Male","51-65"
"5","1","1",">1/week","No","Male","51-65"
"5","4","1",">1/week","No","Male","51-65"
"5","1","2",">1/week","No","Male","51-65"
"6","5","2",">1/week","No","Male","51-65"
"2","2","2",">1/week","No","Male","51-65"
"1","1","2",">1/week","No","Male","51-65"
"5","1","1","1-4/month","No","Male","31-40"
"3","2","1","1-4/month","No","Male","31-40"
"2","4","1","1-4/month","No","Male","31-40"
"6","6","1","1-4/month","No","Male","31-40"
"6","3","1","1-4/month","No","Male","31-40"
"2","1","1","1-4/month","No","Male","31-40"
"6","2","2","1-4/month","No","Male","31-40"
"2","1","2","1-4/month","No","Male","31-40"
"6","5","2","1-4/month","No","Male","31-40"
"5","1","2","1-4/month","No","Male","31-40"
"6","3","1",">1/week","No","Female","41-50"
"6","1","1",">1/week","No","Female","41-50"
"6","4","1",">1/week","No","Female","41-50"
"6","1","1",">1/week","No","Female","41-50"
"6","2","2",">1/week","No","Female","41-50"
"6","5","2",">1/week","No","Female","41-50"
"2","1","2",">1/week","No","Female","41-50"
"2","1","2",">1/week","No","Female","41-50"
"6","6","2",">1/week","No","Female","41-50"
"6","2","2",">1/week","No","Female","41-50"
"6","4","1",">1/week","No","Male","18-30"
"5","3","1",">1/week","No","Male","18-30"
"1","1","1",">1/week","No","Male","18-30"
"1","2","1",">1/week","No","Male","18-30"
"5","1","1",">1/week","No","Male","18-30"
"2","1","2",">1/week","No","Male","18-30"
"6","6","2",">1/week","No","Male","18-30"
"5","2","2",">1/week","No","Male","18-30"
"1","1","2",">1/week","No","Male","18-30"
"6","5","2",">1/week","No","Male","18-30"
"6","3","1",">1/week","No","Female","18-30"
"2","1","1",">1/week","No","Female","18-30"
"1","6","1",">1/week","No","Female","18-30"
"6","1","1",">1/week","No","Female","18-30"
"1","5","1",">1/week","No","Female","18-30"
"1","2","1",">1/week","No","Female","18-30"
"2","4","2",">1/week","No","Female","18-30"
"1","1","2",">1/week","No","Female","18-30"
"6","1","2",">1/week","No","Female","18-30"
"1","2","2",">1/week","No","Female","18-30"
"6","1","1",">1/week","No","Female","41-50"
"6","3","1",">1/week","No","Female","41-50"
"6","5","1",">1/week","No","Female","41-50"
"6","1","1",">1/week","No","Female","41-50"
"6","4","2",">1/week","No","Female","41-50"
"6","2","2",">1/week","No","Female","41-50"
"5","1","2",">1/week","No","Female","41-50"
"6","2","2",">1/week","No","Female","41-50"
"1","1","2",">1/week","No","Female","41-50"
"6","6","2",">1/week","No","Female","41-50"
"6","1","1","1-4/month","Yes","Female","51-65"
"2","2","1","1-4/month","Yes","Female","51-65"
"6","1","1","1-4/month","Yes","Female","51-65"
"6","4","1","1-4/month","Yes","Female","51-65"
"6","1","2","1-4/month","Yes","Female","51-65"
"6","5","2","1-4/month","Yes","Female","51-65"
"6","2","2","1-4/month","Yes","Female","51-65"
"5","1","2","1-4/month","Yes","Female","51-65"
"6","6","2","1-4/month","Yes","Female","51-65"
"6","5","1","<1/month","No","Female","51-65"
"5","3","1","<1/month","No","Female","51-65"
"2","1","1","<1/month","No","Female","51-65"
"2","1","1","<1/month","No","Female","51-65"
"6","6","2","<1/month","No","Female","51-65"
"2","2","2","<1/month","No","Female","51-65"
"3","1","2","<1/month","No","Female","51-65"
"5","1","2","<1/month","No","Female","51-65"
"6","2","2","<1/month","No","Female","51-65"
"5","4","2","<1/month","No","Female","51-65"
"5","1","1","<1/month","No","Male","51-65"
"6","2","1","<1/month","No","Male","51-65"
"2","4","1","<1/month","No","Male","51-65"
"5","3","1","<1/month","No","Male","51-65"
"1","1","1","<1/month","No","Male","51-65"
"2","1","2","<1/month","No","Male","51-65"
"6","2","2","<1/month","No","Male","51-65"
"6","6","2","<1/month","No","Male","51-65"
"6","1","2","<1/month","No","Male","51-65"
"6","5","2","<1/month","No","Male","51-65"
"6","3","1",">1/week","No","Female","18-30"
"6","6","1",">1/week","No","Female","18-30"
"1","1","1",">1/week","No","Female","18-30"
"6","4","1",">1/week","No","Female","18-30"
"1","1","1",">1/week","No","Female","18-30"
"6","2","2",">1/week","No","Female","18-30"
"1","1","2",">1/week","No","Female","18-30"
"5","5","2",">1/week","No","Female","18-30"
"1","1","2",">1/week","No","Female","18-30"
"6","2","2",">1/week","No","Female","18-30"
"2","1","1",">1/week","No","Male","31-40"
"1","4","1",">1/week","No","Male","31-40"
"6","3","1",">1/week","No","Male","31-40"
"6","2","1",">1/week","No","Male","31-40"
"5","1","1",">1/week","No","Male","31-40"
"6","6","1",">1/week","No","Male","31-40"
"2","1","2",">1/week","No","Male","31-40"
"6","2","2",">1/week","No","Male","31-40"
"6","1","2",">1/week","No","Male","31-40"
"2","5","2",">1/week","No","Male","31-40"
"6","1","1","1-4/month","No","Female","31-40"
"6","3","1","1-4/month","No","Female","31-40"
"6","5","1","1-4/month","No","Female","31-40"
"2","1","1","1-4/month","No","Female","31-40"
"1","2","1","1-4/month","No","Female","31-40"
"6","1","2","1-4/month","No","Female","31-40"
"1","4","2","1-4/month","No","Female","31-40"
"6","6","2","1-4/month","No","Female","31-40"
"6","1","2","1-4/month","No","Female","31-40"
"5","2","2","1-4/month","No","Female","31-40"
"6","6","1",">1/week","No","Female","18-30"
"6","1","1",">1/week","No","Female","18-30"
"6","3","1",">1/week","No","Female","18-30"
"5","5","1",">1/week","No","Female","18-30"
"2","1","1",">1/week","No","Female","18-30"
"6","4","2",">1/week","No","Female","18-30"
"2","1","2",">1/week","No","Female","18-30"
"5","2","2",">1/week","No","Female","18-30"
"6","2","2",">1/week","No","Female","18-30"
"5","1","2",">1/week","No","Female","18-30"
"6","2","1","1-4/month","No","Female","31-40"
"4","1","1","1-4/month","No","Female","31-40"
"5","3","1","1-4/month","No","Female","31-40"
"4","1","1","1-4/month","No","Female","31-40"
"2","6","1","1-4/month","No","Female","31-40"
"5","5","2","1-4/month","No","Female","31-40"
"6","2","2","1-4/month","No","Female","31-40"
"5","1","2","1-4/month","No","Female","31-40"
"6","1","2","1-4/month","No","Female","31-40"
"4","4","2","1-4/month","No","Female","31-40"
"5","5","1",">1/week","No","Male","31-40"
"2","1","1",">1/week","No","Male","31-40"
"3","4","1",">1/week","No","Male","31-40"
"6","3","1",">1/week","No","Male","31-40"
"1","1","1",">1/week","No","Male","31-40"
"4","2","2",">1/week","No","Male","31-40"
"1","1","2",">1/week","No","Male","31-40"
"2","2","2",">1/week","No","Male","31-40"
"6","6","2",">1/week","No","Male","31-40"
"2","1","2",">1/week","No","Male","31-40"
"6","5","1",">1/week","Yes","Male","31-40"
"6","1","1",">1/week","Yes","Male","31-40"
"1","3","1",">1/week","Yes","Male","31-40"
"1","1","1",">1/week","Yes","Male","31-40"
"1","2","1",">1/week","Yes","Male","31-40"
"1","1","2",">1/week","Yes","Male","31-40"
"6","4","2",">1/week","Yes","Male","31-40"
"5","2","2",">1/week","Yes","Male","31-40"
"5","1","2",">1/week","Yes","Male","31-40"
"6","6","2",">1/week","Yes","Male","31-40"
"5","6","1",">1/week","No","Male","51-65"
"5","1","1",">1/week","No","Male","51-65"
"1","1","1",">1/week","No","Male","51-65"
"2","2","1",">1/week","No","Male","51-65"
"6","3","1",">1/week","No","Male","51-65"
"6","2","2",">1/week","No","Male","51-65"
"6","4","2",">1/week","No","Male","51-65"
"6","1","2",">1/week","No","Male","51-65"
"2","5","2",">1/week","No","Male","51-65"
"2","1","2",">1/week","No","Male","51-65"
"6","3","1","1-4/month","No","Male","31-40"
"5","1","1","1-4/month","No","Male","31-40"
"2","4","1","1-4/month","No","Male","31-40"
"6","6","1","1-4/month","No","Male","31-40"
"6","1","1","1-4/month","No","Male","31-40"
"5","1","2","1-4/month","No","Male","31-40"
"2","5","2","1-4/month","No","Male","31-40"
"1","1","2","1-4/month","No","Male","31-40"
"6","2","2","1-4/month","No","Male","31-40"
"6","2","2","1-4/month","No","Male","31-40"
"6","1","1","1-4/month","Yes","Male","18-30"
"6","6","1","1-4/month","Yes","Male","18-30"
"6","3","1","1-4/month","Yes","Male","18-30"
"6","1","1","1-4/month","Yes","Male","18-30"
"2","4","1","1-4/month","Yes","Male","18-30"
"6","2","2","1-4/month","Yes","Male","18-30"
"3","1","2","1-4/month","Yes","Male","18-30"
"4","1","2","1-4/month","Yes","Male","18-30"
"5","2","2","1-4/month","Yes","Male","18-30"
"6","5","2","1-4/month","Yes","Male","18-30"
"1","1","1","1-4/month","No","Female","18-30"
"5","2","1","1-4/month","No","Female","18-30"
"2","5","1","1-4/month","No","Female","18-30"
"5","1","1","1-4/month","No","Female","18-30"
"6","3","1","1-4/month","No","Female","18-30"
"6","1","2","1-4/month","No","Female","18-30"
"6","2","2","1-4/month","No","Female","18-30"
"5","4","2","1-4/month","No","Female","18-30"
"6","6","2","1-4/month","No","Female","18-30"
"1","1","2","1-4/month","No","Female","18-30"
"6","4","1","1-4/month","No","Female","18-30"
"2","1","1","1-4/month","No","Female","18-30"
"4","1","1","1-4/month","No","Female","18-30"
"6","6","1","1-4/month","No","Female","18-30"
"6","3","1","1-4/month","No","Female","18-30"
"6","1","2","1-4/month","No","Female","18-30"
"4","2","2","1-4/month","No","Female","18-30"
"3","2","2","1-4/month","No","Female","18-30"
"1","1","2","1-4/month","No","Female","18-30"
"3","5","2","1-4/month","No","Female","18-30"
"6","3","1",">1/week","No","Male","41-50"
"2","1","1",">1/week","No","Male","41-50"
"2","4","1",">1/week","No","Male","41-50"
"6","1","1",">1/week","No","Male","41-50"
"6","2","1",">1/week","No","Male","41-50"
"5","6","2",">1/week","No","Male","41-50"
"6","5","2",">1/week","No","Male","41-50"
"6","1","2",">1/week","No","Male","41-50"
"5","1","2",">1/week","No","Male","41-50"
"6","2","2",">1/week","No","Male","41-50"
"6","1","1","1-4/month","No","Female","41-50"
"5","5","1","1-4/month","No","Female","41-50"
"1","2","1","1-4/month","No","Female","41-50"
"5","3","1","1-4/month","No","Female","41-50"
"3","1","1","1-4/month","No","Female","41-50"
"1","2","2","1-4/month","No","Female","41-50"
"2","1","2","1-4/month","No","Female","41-50"
"3","6","2","1-4/month","No","Female","41-50"
"2","1","2","1-4/month","No","Female","41-50"
"5","4","2","1-4/month","No","Female","41-50"
"1","1","1",">1/week","Yes","Female","51-65"
"6","3","1",">1/week","Yes","Female","51-65"
"3","6","1",">1/week","Yes","Female","51-65"
"6","1","1",">1/week","Yes","Female","51-65"
"2","4","1",">1/week","Yes","Female","51-65"
"6","5","2",">1/week","Yes","Female","51-65"
"2","1","2",">1/week","Yes","Female","51-65"
"5","2","2",">1/week","Yes","Female","51-65"
"2","2","2",">1/week","Yes","Female","51-65"
"2","1","2",">1/week","Yes","Female","51-65"
"6","3","1",">1/week","Yes","Female","41-50"
"1","1","1",">1/week","Yes","Female","41-50"
"6","5","1",">1/week","Yes","Female","41-50"
"5","6","1",">1/week","Yes","Female","41-50"
"5","1","1",">1/week","Yes","Female","41-50"
"5","1","2",">1/week","Yes","Female","41-50"
"6","2","2",">1/week","Yes","Female","41-50"
"5","4","2",">1/week","Yes","Female","41-50"
"2","1","2",">1/week","Yes","Female","41-50"
"6","2","2",">1/week","Yes","Female","41-50"
"6","3","1","1-4/month","No","Male","31-40"
"2","1","1","1-4/month","No","Male","31-40"
"6","2","1","1-4/month","No","Male","31-40"
"5","1","1","1-4/month","No","Male","31-40"
"6","5","1","1-4/month","No","Male","31-40"
"6","4","2","1-4/month","No","Male","31-40"
"5","1","2","1-4/month","No","Male","31-40"
"2","1","2","1-4/month","No","Male","31-40"
"6","6","2","1-4/month","No","Male","31-40"
"5","2","2","1-4/month","No","Male","31-40"
"6","6","1","1-4/month","No","Female","18-30"
"6","1","1","1-4/month","No","Female","18-30"
"5","4","1","1-4/month","No","Female","18-30"
"6","3","1","1-4/month","No","Female","18-30"
"6","1","1","1-4/month","No","Female","18-30"
"6","1","2","1-4/month","No","Female","18-30"
