"2","male","group D","some college","standard"
"1","female","group C","some high school","free/reduced"
"4","male","group E","bachelor's degree","free/reduced"
"1","male","group A","some high school","free/reduced"
"2","male","group A","associate's degree","free/reduced"
"4","female","group C","associate's degree","standard"
"2","female","group D","some high school","standard"
"2","male","group B","some high school","standard"
"1","male","group D","some high school","free/reduced"
"3","female","group C","some college","standard"
"2","male","group B","associate's degree","free/reduced"
"1","female","group C","associate's degree","standard"
"2","female","group D","some college","free/reduced"
"2","male","group D","some college","standard"
"1","female","group A","associate's degree","free/reduced"
"2","male","group C","some high school","free/reduced"
"1","male","group C","some high school","standard"
"1","male","group B","associate's degree","free/reduced"
"1","male","group E","some high school","standard"
"4","male","group A","bachelor's degree","standard"
"3","female","group D","some high school","standard"
"3","female","group E","master's degree","standard"
"1","female","group B","associate's degree","standard"
"1","male","group B","high school","free/reduced"
"1","male","group A","some college","free/reduced"
"3","male","group E","associate's degree","standard"
"1","male","group D","high school","free/reduced"
"4","female","group C","some college","standard"
"5","female","group C","some college","free/reduced"
"4","female","group D","associate's degree","standard"
"3","female","group A","some college","standard"
"5","female","group D","some high school","standard"
"3","female","group C","bachelor's degree","standard"
"1","male","group C","high school","free/reduced"
"4","male","group C","high school","standard"
"1","male","group C","associate's degree","free/reduced"
"5","female","group B","some college","standard"
"5","male","group C","associate's degree","free/reduced"
"2","male","group B","some high school","standard"
"3","female","group E","some college","standard"
"2","female","group D","some college","free/reduced"
"2","female","group D","bachelor's degree","standard"
"3","male","group B","some college","standard"
"4","male","group D","bachelor's degree","standard"
"5","female","group D","associate's degree","standard"
"1","male","group B","high school","standard"
"5","male","group C","some college","standard"
"3","female","group C","some college","standard"
"5","female","group D","master's degree","standard"
"2","male","group E","associate's degree","standard"
"3","female","group B","associate's degree","free/reduced"
"3","female","group B","some high school","standard"
"5","female","group D","associate's degree","free/reduced"
"1","male","group C","high school","standard"
"1","male","group A","associate's degree","standard"
"1","female","group D","some college","standard"
"5","female","group E","bachelor's degree","standard"
"4","male","group C","high school","standard"
"5","female","group B","bachelor's degree","free/reduced"
"4","female","group D","bachelor's degree","standard"
"2","female","group D","some high school","standard"
"2","female","group C","some college","standard"
"5","female","group C","bachelor's degree","standard"
"5","male","group B","associate's degree","standard"
"5","female","group C","some college","standard"
"2","male","group D","high school","free/reduced"
"4","male","group E","some college","standard"
"5","female","group B","high school","standard"
"3","male","group B","some high school","standard"
"4","male","group D","some college","standard"
"4","male","group D","master's degree","standard"
"1","female","group A","bachelor's degree","standard"
"5","male","group D","master's degree","standard"
"1","male","group C","some high school","free/reduced"
"4","male","group E","some college","free/reduced"
"5","female","group C","some college","standard"
"4","male","group D","bachelor's degree","free/reduced"
"1","male","group C","bachelor's degree","standard"
"1","male","group B","some high school","standard"
"2","male","group E","high school","standard"
"2","female","group C","associate's degree","standard"
"3","male","group D","some college","standard"
"4","female","group D","some high school","standard"
"2","female","group C","some college","free/reduced"
"1","female","group E","some college","free/reduced"
"1","male","group A","high school","standard"
"4","male","group D","some college","standard"
"1","female","group C","some college","free/reduced"
"5","male","group B","some high school","standard"
"3","male","group C","associate's degree","free/reduced"
"4","female","group D","bachelor's degree","standard"
"5","male","group E","associate's degree","free/reduced"
"3","male","group A","some high school","standard"
"3","male","group A","bachelor's degree","standard"
"3","female","group B","associate's degree","standard"
"1","male","group D","bachelor's degree","standard"
"2","male","group D","some high school","standard"
"5","female","group C","some college","standard"
"4","female","group E","high school","free/reduced"
"2","male","group B","some college","free/reduced"
"4","female","group B","associate's degree","standard"
"2","male","group D","associate's degree","free/reduced"
"4","male","group B","associate's degree","free/reduced"
"5","female","group E","some college","free/reduced"
"1","male","group B","master's degree","free/reduced"
"1","male","group C","high school","standard"
"5","female","group E","master's degree","standard"
"5","female","group C","bachelor's degree","standard"
"1","male","group C","high school","free/reduced"
"3","female","group B","master's degree","free/reduced"
"4","female","group B","high school","standard"
"3","female","group C","some college","free/reduced"
"4","male","group A","high school","standard"
"5","male","group E","some high school","standard"
"5","female","group D","some college","standard"
"3","female","group C","associate's degree","standard"
"1","female","group C","bachelor's degree","free/reduced"
"5","female","group C","master's degree","standard"
"1","female","group B","high school","free/reduced"
"4","female","group C","associate's degree","standard"
"2","female","group B","master's degree","free/reduced"
"5","female","group D","some high school","standard"
"3","male","group C","master's degree","free/reduced"
"2","female","group C","some college","free/reduced"
"1","female","group E","high school","standard"
"3","female","group D","associate's degree","standard"
"1","male","group C","some high school","free/reduced"
"3","male","group C","associate's degree","free/reduced"
"4","male","group E","high school","standard"
"3","male","group D","some high school","standard"
"1","male","group B","some high school","free/reduced"
"5","female","group C","bachelor's degree","standard"
"3","female","group E","associate's degree","standard"
"4","male","group D","some college","standard"
"2","female","group B","some high school","standard"
"3","male","group D","some college","standard"
"4","female","group C","master's degree","standard"
"2","male","group D","associate's degree","standard"
"2","male","group C","some high school","free/reduced"
"1","male","group E","high school","free/reduced"
"1","female","group B","some college","free/reduced"
"4","female","group B","bachelor's degree","free/reduced"
"4","female","group C","associate's degree","standard"
"4","female","group D","some college","free/reduced"
"3","male","group C","associate's degree","standard"
"2","female","group B","associate's degree","standard"
"1","male","group C","some college","standard"
"4","male","group D","some high school","standard"
"3","male","group E","bachelor's degree","standard"
"4","male","group E","high school","standard"
"4","female","group B","some college","free/reduced"
"2","female","group B","some college","free/reduced"
"4","male","group D","some high school","free/reduced"
"1","male","group C","some college","free/reduced"
"1","female","group C","high school","free/reduced"
"1","male","group C","associate's degree","free/reduced"
"5","male","group E","high school","standard"
"5","male","group B","some high school","standard"
"5","female","group E","associate's degree","free/reduced"
"1","female","group C","high school","free/reduced"
"3","male","group B","high school","free/reduced"
"2","male","group B","some high school","standard"
"3","female","group D","high school","standard"
"5","male","group B","associate's degree","standard"
"2","female","group C","some high school","free/reduced"
"5","male","group D","some high school","standard"
"2","female","group B","associate's degree","standard"
"1","female","group E","master's degree","free/reduced"
"3","female","group C","some college","standard"
"1","male","group D","high school","standard"
"3","male","group A","some high school","free/reduced"
"5","female","group C","some college","standard"
"3","male","group D","some college","standard"
"1","male","group C","associate's degree","standard"
"4","female","group B","bachelor's degree","standard"
"5","male","group E","some high school","standard"
"5","male","group C","bachelor's degree","standard"
"4","male","group D","associate's degree","standard"
"3","male","group D","bachelor's degree","free/reduced"
"3","female","group D","some high school","standard"
"1","male","group B","some college","standard"
"5","male","group C","associate's degree","standard"
"3","male","group D","high school","free/reduced"
"5","female","group E","bachelor's degree","standard"
"1","female","group D","high school","standard"
"1","male","group E","some college","standard"
"4","male","group D","some high school","standard"
"4","male","group C","associate's degree","standard"
"4","male","group E","associate's degree","standard"
"3","female","group B","high school","standard"
"2","female","group B","high school","standard"
"2","male","group C","high school","standard"
"1","male","group A","some high school","standard"
"4","female","group D","some college","free/reduced"
"3","female","group B","some high school","standard"
"4","male","group D","master's degree","standard"
"1","male","group D","high school","standard"
"3","female","group E","some college","standard"
"3","female","group C","associate's degree","free/reduced"
"4","male","group C","associate's degree","standard"
"4","female","group B","some college","standard"
"4","female","group C","master's degree","free/reduced"
"4","female","group C","some high school","free/reduced"
"4","male","group C","some college","standard"
"1","female","group C","some high school","free/reduced"
"5","female","group E","high school","standard"
"4","male","group D","high school","standard"
"1","male","group D","some high school","free/reduced"
"4","female","group C","bachelor's degree","standard"
"4","female","group D","high school","standard"
"5","female","group D","associate's degree","standard"
"4","female","group E","some college","free/reduced"
"2","male","group C","bachelor's degree","standard"
"1","male","group C","some college","standard"
"1","female","group D","associate's degree","free/reduced"
"3","female","group D","some college","standard"
"5","male","group B","some college","standard"
"4","male","group C","bachelor's degree","standard"
"5","female","group C","some high school","standard"
"3","female","group E","high school","standard"
"4","female","group C","some high school","free/reduced"
"2","male","group B","bachelor's degree","free/reduced"
"1","male","group D","high school","standard"
"1","male","group D","high school","standard"
"4","female","group D","bachelor's degree","free/reduced"
"4","female","group D","some college","free/reduced"
"1","female","group B","some high school","standard"
"5","male","group B","associate's degree","standard"
"5","male","group E","associate's degree","standard"
"4","female","group B","some high school","standard"
"4","male","group B","bachelor's degree","free/reduced"
"4","male","group E","some high school","standard"
"3","male","group C","associate's degree","standard"
"4","male","group D","some high school","standard"
"2","male","group C","some high school","standard"
"3","female","group E","bachelor's degree","standard"
"4","male","group D","high school","free/reduced"
"2","male","group B","associate's degree","free/reduced"
"1","male","group A","some high school","standard"
"3","male","group E","associate's degree","standard"
"1","male","group C","high school","free/reduced"
"5","male","group D","associate's degree","free/reduced"
"5","male","group A","some college","free/reduced"
"1","male","group D","some high school","free/reduced"
"4","female","group C","associate's degree","standard"
"4","male","group B","associate's degree","standard"
"4","female","group C","associate's degree","standard"
"3","male","group A","some college","standard"
"5","male","group E","some college","standard"
"1","male","group C","some high school","standard"
"2","female","group B","associate's degree","free/reduced"
"1","female","group D","high school","free/reduced"
"4","female","group B","associate's degree","standard"
"2","male","group B","bachelor's degree","standard"
"3","male","group D","bachelor's degree","standard"
"3","female","group C","associate's degree","free/reduced"
"3","female","group C","bachelor's degree","standard"
"3","male","group C","high school","standard"
"5","female","group D","master's degree","standard"
"4","male","group C","associate's degree","standard"
"3","male","group B","bachelor's degree","standard"
"2","female","group D","associate's degree","free/reduced"
"4","female","group C","high school","free/reduced"
"5","female","group E","high school","standard"
"4","female","group C","some college","standard"
"1","female","group C","some high school","free/reduced"
"1","female","group C","high school","free/reduced"
"5","female","group C","some college","standard"
"2","male","group C","some college","standard"
"1","male","group A","some college","free/reduced"
"4","male","group C","associate's degree","standard"
"1","female","group B","some high school","standard"
"2","male","group C","high school","standard"
"1","male","group C","associate's degree","standard"
"2","male","group E","associate's degree","standard"
"5","male","group B","associate's degree","standard"
"5","female","group C","bachelor's degree","standard"
"3","female","group B","some college","free/reduced"
"3","male","group D","some high school","standard"
"1","male","group C","associate's degree","standard"
"1","female","group B","some high school","free/reduced"
"1","female","group D","some high school","free/reduced"
"2","male","group C","high school","free/reduced"
"3","female","group C","high school","standard"
"4","female","group B","high school","standard"
"3","male","group D","associate's degree","standard"
"4","male","group D","some college","standard"
"4","female","group C","high school","standard"
"2","male","group B","some college","standard"
"5","female","group C","bachelor's degree","standard"
"3","male","group D","high school","free/reduced"
"4","male","group E","associate's degree","standard"
"2","female","group B","bachelor's degree","standard"
"2","male","group E","some college","standard"
"4","female","group C","some college","standard"
"1","female","group C","associate's degree","standard"
"3","female","group C","some college","standard"
"3","female","group B","bachelor's degree","standard"
"2","male","group A","associate's degree","standard"
"2","female","group C","some college","free/reduced"
"2","male","group D","some college","free/reduced"
"5","female","group D","some college","standard"
"2","female","group B","high school","standard"
"5","male","group B","some high school","standard"
"2","female","group C","some college","standard"
"1","female","group D","some high school","free/reduced"
"2","male","group C","some college","standard"
"1","male","group A","bachelor's degree","free/reduced"
"2","male","group C","high school","standard"
"2","male","group C","bachelor's degree","free/reduced"
"1","female","group A","some high school","free/reduced"
"5","female","group D","some high school","standard"
"4","male","group E","some college","standard"
"2","female","group C","some college","free/reduced"
"4","male","group D","some high school","standard"
"5","female","group D","some college","standard"
"3","female","group D","bachelor's degree","standard"
"1","male","group E","associate's degree","free/reduced"
"5","female","group D","some high school","standard"
"5","female","group D","master's degree","free/reduced"
"4","female","group A","some high school","standard"
"2","male","group A","bachelor's degree","standard"
"5","female","group B","associate's degree","standard"
"5","male","group C","associate's degree","standard"
"4","male","group C","master's degree","free/reduced"
"1","female","group E","some high school","free/reduced"
"1","female","group A","some high school","free/reduced"
"4","female","group E","some college","standard"
"3","female","group E","bachelor's degree","standard"
"3","female","group C","associate's degree","free/reduced"
"2","female","group D","high school","standard"
"4","male","group D","master's degree","standard"
"3","male","group E","some high school","free/reduced"
"4","female","group D","some college","standard"
"3","male","group E","some college","standard"
"1","male","group C","associate's degree","standard"
"4","female","group C","some high school","standard"
"1","male","group A","high school","free/reduced"
"2","female","group B","high school","free/reduced"
"5","female","group C","associate's degree","standard"
"2","male","group B","some high school","standard"
"2","male","group D","some high school","standard"
"2","female","group C","some high school","standard"
"1","male","group A","some college","standard"
"2","female","group A","some college","free/reduced"
"5","female","group D","high school","standard"
"2","female","group C","high school","standard"
"3","female","group C","some high school","standard"
"2","male","group B","associate's degree","standard"
"4","female","group B","associate's degree","standard"
"1","female","group D","high school","free/reduced"
"5","male","group D","associate's degree","standard"
"3","female","group D","master's degree","standard"
"5","male","group E","some college","standard"
"3","male","group D","associate's degree","standard"
"3","male","group B","some high school","standard"
"3","female","group C","bachelor's degree","free/reduced"
"4","male","group E","high school","standard"
"3","male","group C","bachelor's degree","standard"
"3","male","group C","associate's degree","standard"
"2","male","group D","some college","standard"
"1","male","group E","high school","free/reduced"
"5","female","group C","associate's degree","free/reduced"
"2","female","group D","high school","standard"
"2","female","group D","master's degree","free/reduced"
"4","female","group A","some high school","standard"
"1","male","group B","some college","free/reduced"
"2","female","group C","some college","free/reduced"
"5","male","group C","bachelor's degree","standard"
"3","male","group C","some high school","free/reduced"
"2","male","group A","some high school","free/reduced"
"2","male","group C","some high school","free/reduced"
"2","male","group C","associate's degree","free/reduced"
"3","female","group C","high school","standard"
"2","male","group C","high school","standard"
"1","female","group A","some high school","free/reduced"
"3","male","group C","some high school","standard"
"1","male","group C","some college","free/reduced"
"3","male","group D","associate's degree","standard"
"3","male","group D","associate's degree","free/reduced"
"2","male","group C","high school","standard"
"5","male","group D","some high school","standard"
"4","female","group C","some college","standard"
"4","female","group D","high school","standard"
"3","female","group A","some high school","free/reduced"
"4","female","group B","associate's degree","standard"
"4","male","group A","some high school","free/reduced"
"4","female","group C","some high school","standard"
"3","male","group D","some college","free/reduced"
"5","male","group C","high school","standard"
"1","male","group B","high school","standard"
"4","male","group B","associate's degree","standard"
"4","female","group C","some college","free/reduced"
"5","female","group E","some college","standard"
"4","female","group C","associate's degree","free/reduced"
"2","male","group C","some college","free/reduced"
"2","female","group C","associate's degree","free/reduced"
"1","male","group C","bachelor's degree","free/reduced"
"5","female","group D","bachelor's degree","standard"
"1","male","group D","associate's degree","free/reduced"
"5","female","group E","bachelor's degree","standard"
"3","male","group B","high school","standard"
"1","male","group C","bachelor's degree","free/reduced"
"1","male","group B","some college","free/reduced"
"4","female","group E","some college","standard"
"5","female","group C","some college","free/reduced"
"3","male","group A","bachelor's degree","standard"
"5","female","group C","some college","standard"
"1","female","group D","associate's degree","free/reduced"
"3","male","group A","high school","free/reduced"
"5","female","group A","high school","free/reduced"
"5","male","group C","some college","standard"
"5","female","group C","associate's degree","standard"
"3","female","group C","high school","standard"
"4","female","group C","associate's degree","standard"
"2","female","group D","some high school","standard"
"5","female","group B","associate's degree","standard"
"4","female","group D","bachelor's degree","standard"
"3","male","group E","bachelor's degree","standard"
"4","male","group D","associate's degree","standard"
"2","female","group D","master's degree","standard"
"3","male","group E","associate's degree","standard"
"3","male","group B","high school","standard"
"1","female","group D","associate's degree","free/reduced"
"3","male","group C","some college","free/reduced"
"1","male","group A","high school","standard"
"1","female","group B","associate's degree","standard"
"3","male","group C","high school","standard"
"1","male","group D","some college","free/reduced"
"3","female","group C","associate's degree","free/reduced"
"2","male","group B","some high school","standard"
"5","male","group A","associate's degree","free/reduced"
"4","female","group A","associate's degree","free/reduced"
"3","female","group C","associate's degree","standard"
"5","female","group C","some college","standard"
"5","female","group C","bachelor's degree","standard"
"2","female","group B","high school","standard"
"3","male","group D","high school","standard"
"1","female","group C","some college","standard"
"3","female","group D","some college","free/reduced"
"3","female","group B","some high school","standard"
"4","male","group E","some college","standard"
"4","female","group D","master's degree","standard"
"5","female","group B","associate's degree","standard"
"2","male","group C","some college","free/reduced"
"5","female","group E","associate's degree","standard"
"1","female","group D","master's degree","free/reduced"
"5","female","group B","some high school","standard"
"3","male","group A","high school","standard"
"2","male","group B","bachelor's degree","free/reduced"
"4","male","group C","master's degree","standard"
"5","female","group C","bachelor's degree","standard"
"4","male","group D","some college","standard"
"1","male","group A","some high school","standard"
"1","male","group D","some high school","free/reduced"
"2","female","group B","some high school","standard"
"5","female","group B","master's degree","free/reduced"
"5","female","group C","some high school","standard"
"5","female","group D","some college","standard"
"3","female","group E","some college","standard"
"4","female","group D","some high school","standard"
"4","female","group B","high school","free/reduced"
"2","male","group D","some college","standard"
"5","female","group C","associate's degree","standard"
"2","male","group D","bachelor's degree","standard"
"1","male","group C","master's degree","free/reduced"
"1","male","group C","high school","standard"
"2","male","group E","some college","standard"
"2","male","group C","some high school","free/reduced"
"1","female","group C","high school","free/reduced"
"1","female","group D","bachelor's degree","free/reduced"
"3","female","group C","associate's degree","standard"
"3","female","group C","associate's degree","standard"
"1","female","group C","some high school","standard"
"2","male","group E","associate's degree","standard"
"5","female","group E","associate's degree","standard"
"3","male","group B","high school","standard"
"4","female","group C","bachelor's degree","free/reduced"
"2","male","group C","associate's degree","standard"
"2","female","group D","high school","standard"
"4","male","group E","bachelor's degree","standard"
"5","male","group A","associate's degree","standard"
"3","male","group C","high school","standard"
"5","male","group D","associate's degree","free/reduced"
"4","female","group C","associate's degree","standard"
"5","female","group D","associate's degree","standard"
"2","female","group D","master's degree","standard"
"5","male","group E","some high school","free/reduced"
"5","female","group A","some high school","standard"
"3","male","group C","high school","standard"
"2","female","group C","high school","free/reduced"
"4","male","group C","master's degree","standard"
"4","male","group C","some high school","free/reduced"
"5","male","group B","bachelor's degree","free/reduced"
"1","female","group B","associate's degree","standard"
"3","male","group D","some college","free/reduced"
"1","male","group E","associate's degree","standard"
"1","female","group C","some college","free/reduced"
"3","female","group C","associate's degree","standard"
"2","male","group C","master's degree","free/reduced"
"2","female","group B","associate's degree","free/reduced"
"3","male","group D","some high school","standard"
"4","female","group D","some college","standard"
"3","female","group C","some college","standard"
"5","male","group C","bachelor's degree","standard"
"4","female","group D","some college","free/reduced"
"1","male","group B","bachelor's degree","free/reduced"
"1","male","group B","associate's degree","standard"
"5","female","group E","bachelor's degree","free/reduced"
"3","female","group D","master's degree","free/reduced"
"1","male","group B","high school","free/reduced"
"3","male","group D","bachelor's degree","free/reduced"
"4","male","group B","some college","standard"
"5","male","group A","bachelor's degree","standard"
"2","female","group C","some college","standard"
"2","female","group C","high school","free/reduced"
"4","female","group E","high school","standard"
"1","male","group A","associate's degree","free/reduced"
"1","male","group A","some college","standard"
"5","female","group B","high school","standard"
"1","female","group B","some college","free/reduced"
"2","female","group D","master's degree","standard"
"5","female","group D","some high school","standard"
"4","female","group E","some high school","standard"
"3","female","group D","bachelor's degree","free/reduced"
"4","female","group D","associate's degree","standard"
"4","female","group D","some college","standard"
"4","female","group C","associate's degree","standard"
"3","female","group A","high school","standard"
"2","female","group C","bachelor's degree","free/reduced"
"2","female","group C","some college","standard"
"2","female","group A","some high school","standard"
"2","male","group C","some college","free/reduced"
"2","male","group A","some high school","standard"
"3","male","group E","bachelor's degree","standard"
"4","female","group E","high school","standard"
"5","female","group C","bachelor's degree","standard"
"3","female","group C","bachelor's degree","standard"
"1","male","group B","high school","free/reduced"
"1","male","group A","some high school","standard"
"4","female","group D","high school","standard"
"4","female","group D","some high school","standard"
"2","female","group D","master's degree","standard"
"1","female","group C","high school","standard"
"4","female","group E","some college","standard"
"2","male","group D","high school","free/reduced"
"5","male","group D","master's degree","free/reduced"
"3","male","group C","some high school","standard"
"5","female","group C","associate's degree","standard"
"1","female","group C","master's degree","free/reduced"
"2","female","group E","some college","standard"
"2","female","group B","associate's degree","standard"
"2","male","group D","some college","free/reduced"
"2","female","group C","some college","standard"
"5","male","group C","bachelor's degree","standard"
"4","female","group C","associate's degree","standard"
"5","female","group A","associate's degree","standard"
"3","female","group C","high school","standard"
"1","female","group E","bachelor's degree","standard"
"5","male","group D","bachelor's degree","standard"
"5","male","group D","master's degree","standard"
"3","male","group C","associate's degree","free/reduced"
"1","female","group C","high school","free/reduced"
"2","male","group B","bachelor's degree","free/reduced"
"1","male","group C","high school","free/reduced"
"5","male","group A","some college","standard"
"2","female","group E","bachelor's degree","free/reduced"
"5","male","group D","some college","standard"
"3","male","group B","associate's degree","free/reduced"
"1","male","group D","associate's degree","standard"
"1","male","group D","some college","free/reduced"
"1","female","group C","some high school","standard"
"3","male","group D","some college","standard"
"3","male","group B","high school","standard"
"4","female","group B","bachelor's degree","standard"
"5","female","group C","high school","standard"
"5","male","group D","some high school","standard"
"3","male","group A","high school","standard"
"4","female","group B","high school","free/reduced"
"5","female","group D","some high school","standard"
"4","male","group E","some college","standard"
"4","female","group D","associate's degree","standard"
"1","male","group D","high school","standard"
"5","female","group D","associate's degree","free/reduced"
"4","female","group B","some high school","free/reduced"
"4","female","group E","high school","standard"
"3","male","group B","high school","standard"
"4","female","group B","bachelor's degree","standard"
"2","female","group D","associate's degree","standard"
"2","female","group E","high school","free/reduced"
"1","female","group B","high school","standard"
"4","female","group D","some college","standard"
"1","male","group C","some high school","free/reduced"
"4","female","group A","high school","standard"
"5","female","group D","some college","standard"
"3","female","group A","associate's degree","standard"
"4","female","group B","some high school","standard"
"3","female","group B","some college","standard"
"3","male","group C","associate's degree","free/reduced"
"3","male","group D","some high school","standard"
"1","female","group D","associate's degree","free/reduced"
"5","male","group D","associate's degree","standard"
"4","male","group C","some college","free/reduced"
"3","male","group C","some high school","standard"
"3","female","group D","some college","free/reduced"
"3","female","group C","high school","standard"
"3","male","group D","associate's degree","standard"
"2","female","group C","some high school","free/reduced"
"3","female","group C","some college","free/reduced"
"5","female","group B","bachelor's degree","free/reduced"
"3","male","group C","some college","standard"
"4","male","group D","associate's degree","standard"
"3","female","group C","high school","free/reduced"
"1","male","group D","associate's degree","free/reduced"
"4","female","group C","some college","standard"
"4","female","group C","associate's degree","standard"
"4","female","group D","high school","standard"
"2","female","group B","some college","standard"
"4","female","group E","some college","standard"
"4","female","group C","some high school","standard"
"4","male","group D","associate's degree","free/reduced"
"2","male","group D","some college","free/reduced"
"3","female","group D","high school","standard"
"2","male","group B","high school","standard"
"2","male","group B","high school","standard"
"1","female","group C","some high school","free/reduced"
"3","male","group B","some college","standard"
"5","female","group E","master's degree","standard"
"4","male","group E","some college","standard"
"4","male","group D","associate's degree","free/reduced"
"1","male","group A","high school","free/reduced"
"5","male","group E","some college","free/reduced"
"1","female","group C","associate's degree","standard"
"4","female","group E","associate's degree","free/reduced"
"4","female","group C","bachelor's degree","free/reduced"
"4","female","group D","associate's degree","standard"
"2","female","group C","some high school","standard"
"5","female","group D","some college","free/reduced"
"5","female","group C","associate's degree","standard"
"3","female","group A","bachelor's degree","standard"
"3","female","group D","associate's degree","standard"
"2","male","group C","high school","free/reduced"
"5","female","group E","bachelor's degree","standard"
"3","female","group B","some high school","standard"
"5","male","group A","bachelor's degree","standard"
"2","female","group D","some college","standard"
"2","female","group B","some high school","free/reduced"
"3","male","group A","bachelor's degree","free/reduced"
"1","male","group D","high school","standard"
"2","male","group C","some college","standard"
"5","male","group D","high school","standard"
"1","female","group D","associate's degree","free/reduced"
"5","male","group C","some college","standard"
"5","female","group E","some high school","standard"
"5","female","group D","some college","standard"
"5","male","group D","master's degree","standard"
"3","female","group B","some high school","standard"
"5","female","group B","associate's degree","free/reduced"
"4","male","group C","associate's degree","standard"
"5","female","group C","associate's degree","standard"
"4","female","group C","high school","standard"
"5","male","group E","associate's degree","free/reduced"
"3","female","group C","some college","free/reduced"
"2","male","group D","some high school","free/reduced"
"5","female","group B","some high school","free/reduced"
"1","male","group C","high school","standard"
"1","male","group B","some college","standard"
"4","male","group E","some college","standard"
"4","female","group E","associate's degree","standard"
"2","male","group E","some high school","standard"
"5","female","group D","high school","free/reduced"
"1","male","group C","some college","standard"
"4","female","group B","associate's degree","free/reduced"
"1","male","group A","some high school","free/reduced"
"5","female","group C","some college","standard"
"1","male","group D","some high school","standard"
"2","female","group E","some college","free/reduced"
"2","male","group C","master's degree","standard"
"5","male","group C","associate's degree","standard"
"2","female","group B","some college","free/reduced"
"4","male","group D","associate's degree","standard"
"2","male","group C","high school","free/reduced"
"4","male","group D","bachelor's degree","standard"
"1","female","group A","associate's degree","free/reduced"
"5","female","group C","high school","standard"
"3","female","group C","associate's degree","standard"
"1","male","group B","some college","free/reduced"
"4","male","group D","associate's degree","standard"
"3","male","group D","high school","standard"
"3","male","group C","some college","standard"
"2","female","group C","bachelor's degree","free/reduced"
"5","male","group B","some college","standard"
"3","male","group D","some high school","standard"
"3","male","group E","some college","standard"
"4","male","group C","master's degree","free/reduced"
"5","female","group C","some high school","standard"
"1","male","group C","associate's degree","free/reduced"
"5","female","group E","associate's degree","standard"
"1","male","group D","some college","standard"
"3","male","group E","bachelor's degree","free/reduced"
"2","female","group D","some college","free/reduced"
"4","male","group B","some college","standard"
"2","female","group C","high school","free/reduced"
"1","female","group D","some high school","standard"
"5","male","group D","some high school","standard"
"2","female","group B","high school","standard"
"2","male","group D","some college","standard"
"4","female","group B","high school","standard"
"3","female","group C","high school","standard"
"3","male","group B","high school","standard"
"3","female","group D","some high school","standard"
"2","male","group A","some college","free/reduced"
"1","male","group B","high school","standard"
"4","male","group D","bachelor's degree","standard"
"2","female","group B","some high school","free/reduced"
"4","female","group C","bachelor's degree","free/reduced"
"2","male","group B","some college","standard"
"1","female","group B","some high school","free/reduced"
"3","female","group B","high school","standard"
"1","female","group C","some college","free/reduced"
"4","female","group A","some college","standard"
"5","male","group E","associate's degree","standard"
"1","female","group D","associate's degree","free/reduced"
"5","female","group B","master's degree","standard"
"5","female","group B","high school","free/reduced"
"2","female","group C","associate's degree","standard"
"5","male","group C","bachelor's degree","standard"
"1","female","group B","some high school","standard"
"4","female","group E","some high school","free/reduced"
"1","female","group B","some college","standard"
"2","male","group C","associate's degree","free/reduced"
"2","female","group C","master's degree","free/reduced"
"2","female","group B","high school","standard"
"3","female","group D","some college","free/reduced"
"3","male","group D","high school","free/reduced"
"5","male","group E","some high school","standard"
